index,MOF,node 1,node 2,edge,topo,UG,UG_five_level,Unnamed: 8,Unnamed: 9,index.1,Unnamed: 11,node 1.1,node 2.1,edge.1,UG_five_level.1
111.0,sym_16_mc_6__L_25,sym_16_mc_6,,L_25,bcs,6.626,Bad,,0,111.0,,sym_16_mc_6,,L_25,Bad
150.0,sym_10_mc_10__L_18,sym_10_mc_10,,L_18,bct,4.492,Bad,,0,150.0,,sym_10_mc_10,,L_18,Bad
234.0,sym_8_mc_7__L_8,sym_8_mc_7,,L_8,bcu,1.107,Bad,,0,234.0,,sym_8_mc_7,,L_8,Bad
269.0,sym_8_mc_8__L_40,sym_8_mc_8,,L_40,bcu,0.413,Bad,,0,269.0,,sym_8_mc_8,,L_40,Bad
296.0,sym_8_mc_9__L_22,sym_8_mc_9,,L_22,bcu,5.48,Bad,,0,296.0,,sym_8_mc_9,,L_22,Bad
365.0,sym_3_mc_0_sym_4_mc_1_L_41,sym_3_mc_0,sym_4_mc_1,L_41,bor,40.657,Excellent,,0,365.0,,sym_3_mc_0,sym_4_mc_1,L_41,Excellent
380.0,sym_3_mc_0_sym_4_on_14_L_11,sym_3_mc_0,sym_4_on_14,L_11,bor,14.154,Poor,,0,380.0,,sym_3_mc_0,sym_4_on_14,L_11,Poor
437.0,sym_3_mc_0_sym_4_on_6_L_25,sym_3_mc_0,sym_4_on_6,L_25,bor,25.017,Good,,0,437.0,,sym_3_mc_0,sym_4_on_6,L_25,Good
449.0,sym_3_mc_0_sym_4_on_6_L_36,sym_3_mc_0,sym_4_on_6,L_36,bor,28.42,Excellent,,0,449.0,,sym_3_mc_0,sym_4_on_6,L_36,Excellent
476.0,sym_3_mc_0_sym_4_on_7_L_17,sym_3_mc_0,sym_4_on_7,L_17,bor,22.73,Good,,0,476.0,,sym_3_mc_0,sym_4_on_7,L_17,Good
555.0,sym_3_mc_0_sym_4_on_8_L_45,sym_3_mc_0,sym_4_on_8,L_45,bor,36.854,Excellent,,0,555.0,,sym_3_mc_0,sym_4_on_8,L_45,Excellent
624.0,sym_3_on_1_sym_4_mc_1_L_20,sym_3_on_1,sym_4_mc_1,L_20,bor,28.39,Excellent,,0,624.0,,sym_3_on_1,sym_4_mc_1,L_20,Excellent
673.0,sym_3_on_2_sym_4_mc_1_L_21,sym_3_on_2,sym_4_mc_1,L_21,bor,32.622,Excellent,,0,673.0,,sym_3_on_2,sym_4_mc_1,L_21,Excellent
762.0,sym_3_on_5_sym_4_mc_1_L_15,sym_3_on_5,sym_4_mc_1,L_15,bor,27.399,Excellent,,0,762.0,,sym_3_on_5,sym_4_mc_1,L_15,Excellent
831.0,sym_9_mc_5__L_35,sym_9_mc_5,,L_35,crs,13.96,Poor,,0,831.0,,sym_9_mc_5,,L_35,Poor
837.0,sym_9_mc_5__L_40,sym_9_mc_5,,L_40,crs,15.341,Average,,0,837.0,,sym_9_mc_5,,L_40,Average
907.0,sym_5_mc_2_sym_8_mc_9_L_11,sym_5_mc_2,sym_8_mc_9,L_11,csq,5.756,Bad,,0,907.0,,sym_5_mc_2,sym_8_mc_9,L_11,Bad
973.0,sym_5_on_10_sym_8_mc_7_L_29,sym_5_on_10,sym_8_mc_7,L_29,csq,18.593,Average,,0,973.0,,sym_5_on_10,sym_8_mc_7,L_29,Average
1074.0,sym_5_on_10_sym_8_mc_9_L_33,sym_5_on_10,sym_8_mc_9,L_33,csq,16.418,Average,,0,1074.0,,sym_5_on_10,sym_8_mc_9,L_33,Average
1087.0,sym_5_on_10_sym_8_mc_9_L_45,sym_5_on_10,sym_8_mc_9,L_45,csq,18.107,Average,,0,1087.0,,sym_5_on_10,sym_8_mc_9,L_45,Average
1164.0,sym_5_on_11_sym_8_mc_9_L_22,sym_5_on_11,sym_8_mc_9,L_22,csq,13.026,Poor,,0,1164.0,,sym_5_on_11,sym_8_mc_9,L_22,Poor
1194.0,sym_5_on_11_sym_8_mc_9_L_6,sym_5_on_11,sym_8_mc_9,L_6,csq,7.53,Bad,,0,1194.0,,sym_5_on_11,sym_8_mc_9,L_6,Bad
1220.0,sym_5_on_12_sym_8_mc_7_L_2,sym_5_on_12,sym_8_mc_7,L_2,csq,6.941,Bad,,0,1220.0,,sym_5_on_12,sym_8_mc_7,L_2,Bad
1299.0,sym_5_on_13_sym_8_mc_8_L_41,sym_5_on_13,sym_8_mc_8,L_41,csq,24.948,Good,,0,1299.0,,sym_5_on_13,sym_8_mc_8,L_41,Good
1418.0,sym_5_on_9_sym_8_mc_9_L_13,sym_5_on_9,sym_8_mc_9,L_13,csq,6.081,Bad,,0,1418.0,,sym_5_on_9,sym_8_mc_9,L_13,Bad
1459.0,sym_5_on_9_sym_8_mc_9_L_7,sym_5_on_9,sym_8_mc_9,L_7,csq,5.262,Bad,,0,1459.0,,sym_5_on_9,sym_8_mc_9,L_7,Bad
2437.0,sym_4_mc_1_sym_8_mc_7_L_40,sym_4_mc_1,sym_8_mc_7,L_40,flu,19.281,Average,,0,2437.0,,sym_4_mc_1,sym_8_mc_7,L_40,Average
2456.0,sym_4_mc_1_sym_8_mc_8_L_14,sym_4_mc_1,sym_8_mc_8,L_14,flu,15.086,Average,,0,2456.0,,sym_4_mc_1,sym_8_mc_8,L_14,Average
2520.0,sym_4_mc_1_sym_8_mc_9_L_29,sym_4_mc_1,sym_8_mc_9,L_29,flu,17.122,Average,,0,2520.0,,sym_4_mc_1,sym_8_mc_9,L_29,Average
1753.0,sym_3_on_1_sym_4_mc_1_L_18,sym_3_on_1,sym_4_mc_1,L_18,ctn,22.74,Good,,0,1753.0,,sym_3_on_1,sym_4_mc_1,L_18,Good
1773.0,sym_3_on_1_sym_4_mc_1_L_36,sym_3_on_1,sym_4_mc_1,L_36,ctn,31.27,Excellent,,0,1773.0,,sym_3_on_1,sym_4_mc_1,L_36,Excellent
1815.0,sym_3_on_2_sym_4_mc_1_L_30,sym_3_on_2,sym_4_mc_1,L_30,ctn,30.922,Excellent,,0,1815.0,,sym_3_on_2,sym_4_mc_1,L_30,Excellent
1838.0,sym_3_on_2_sym_4_mc_1_L_8,sym_3_on_2,sym_4_mc_1,L_8,ctn,17.701,Average,,0,1838.0,,sym_3_on_2,sym_4_mc_1,L_8,Average
3806.0,sym_4_mc_1_sym_9_mc_5_L_36,sym_4_mc_1,sym_9_mc_5,L_36,iac,18.846,Average,,0,3806.0,,sym_4_mc_1,sym_9_mc_5,L_36,Average
5707.0,sym_6_mc_3_sym_7_mc_4_L_34,sym_6_mc_3,sym_7_mc_4,L_34,nia,15.095,Average,,0,5707.0,,sym_6_mc_3,sym_7_mc_4,L_34,Average
6208.0,sym_4_mc_1_sym_5_on_12_L_10,sym_4_mc_1,sym_5_on_12,L_10,pth,16.137,Average,,0,6208.0,,sym_4_mc_1,sym_5_on_12,L_10,Average
7614.0,sym_3_on_0_sym_6_mc_3_L_34,sym_3_on_0,sym_6_mc_3,L_34,pyr,18.825,Average,,0,7614.0,,sym_3_on_0,sym_6_mc_3,L_34,Average
2171.0,_sym_4_on_14_sym_4_mc_1_L_10,sym_4_on_14,sym_4_mc_1,L_10,dia,13.059,Poor,,0,2171.0,,sym_4_on_14,sym_4_mc_1,L_10,Poor
2209.0,_sym_4_on_14_sym_4_mc_1_L_7,sym_4_on_14,sym_4_mc_1,L_7,dia,12.356,Poor,,0,2209.0,,sym_4_on_14,sym_4_mc_1,L_7,Poor
2275.0,_sym_4_on_7_sym_4_mc_1_L_23,sym_4_on_7,sym_4_mc_1,L_23,dia,23.064,Good,,0,2275.0,,sym_4_on_7,sym_4_mc_1,L_23,Good
2290.0,_sym_4_on_7_sym_4_mc_1_L_37,sym_4_on_7,sym_4_mc_1,L_37,dia,28.492,Excellent,,0,2290.0,,sym_4_on_7,sym_4_mc_1,L_37,Excellent
2358.0,sym_12_mc_11__L_12,sym_12_mc_11,,L_12,fcu,2.572,Bad,,0,2358.0,,sym_12_mc_11,,L_12,Bad
2394.0,sym_12_mc_11__L_45,sym_12_mc_11,,L_45,fcu,8.276,Bad,,0,2394.0,,sym_12_mc_11,,L_45,Bad
2557.0,sym_4_on_14_sym_8_mc_7_L_20,sym_4_on_14,sym_8_mc_7,L_20,flu,10.222,Poor,,0,2557.0,,sym_4_on_14,sym_8_mc_7,L_20,Poor
2563.0,sym_4_on_14_sym_8_mc_7_L_27,sym_4_on_14,sym_8_mc_7,L_27,flu,14.15,Poor,,0,2563.0,,sym_4_on_14,sym_8_mc_7,L_27,Poor
2633.0,sym_4_on_14_sym_8_mc_9_L_11,sym_4_on_14,sym_8_mc_9,L_11,flu,3.494,Bad,,0,2633.0,,sym_4_on_14,sym_8_mc_9,L_11,Bad
2776.0,sym_4_on_6_sym_8_mc_9_L_16,sym_4_on_6,sym_8_mc_9,L_16,flu,6.543,Bad,,0,2776.0,,sym_4_on_6,sym_8_mc_9,L_16,Bad
2797.0,sym_4_on_6_sym_8_mc_9_L_35,sym_4_on_6,sym_8_mc_9,L_35,flu,11.47,Poor,,0,2797.0,,sym_4_on_6,sym_8_mc_9,L_35,Poor
2902.0,sym_4_on_7_sym_8_mc_8_L_43,sym_4_on_7,sym_8_mc_8,L_43,flu,21.24,Good,,0,2902.0,,sym_4_on_7,sym_8_mc_8,L_43,Good
2905.0,sym_4_on_7_sym_8_mc_8_L_46,sym_4_on_7,sym_8_mc_8,L_46,flu,23.951,Good,,0,2905.0,,sym_4_on_7,sym_8_mc_8,L_46,Good
3082.0,sym_4_on_8_sym_8_mc_9_L_32,sym_4_on_8,sym_8_mc_9,L_32,flu,13.572,Poor,,0,3082.0,,sym_4_on_8,sym_8_mc_9,L_32,Poor
3113.0,sym_5_mc_2_sym_12_mc_11_L_17,sym_5_mc_2,sym_12_mc_11,L_17,ftw,6.799,Bad,,0,3113.0,,sym_5_mc_2,sym_12_mc_11,L_17,Bad
3131.0,sym_5_mc_2_sym_12_mc_11_L_33,sym_5_mc_2,sym_12_mc_11,L_33,ftw,10.631,Poor,,0,3131.0,,sym_5_mc_2,sym_12_mc_11,L_33,Poor
3218.0,sym_5_on_11_sym_12_mc_11_L_25,sym_5_on_11,sym_12_mc_11,L_25,ftw,10.814,Poor,,0,3218.0,,sym_5_on_11,sym_12_mc_11,L_25,Poor
3248.0,sym_5_on_11_sym_12_mc_11_L_9,sym_5_on_11,sym_12_mc_11,L_9,ftw,4.078,Bad,,0,3248.0,,sym_5_on_11,sym_12_mc_11,L_9,Bad
3262.0,sym_5_on_12_sym_12_mc_11_L_21,sym_5_on_12,sym_12_mc_11,L_21,ftw,10.016,Poor,,0,3262.0,,sym_5_on_12,sym_12_mc_11,L_21,Poor
3320.0,sym_5_on_13_sym_12_mc_11_L_30,sym_5_on_13,sym_12_mc_11,L_30,ftw,13.76,Poor,,0,3320.0,,sym_5_on_13,sym_12_mc_11,L_30,Poor
3975.0,sym_4_mc_1_sym_13_mc_12_L_15,sym_4_mc_1,sym_13_mc_12,L_15,ith,7.703,Bad,,0,3975.0,,sym_4_mc_1,sym_13_mc_12,L_15,Bad
3980.0,sym_4_mc_1_sym_13_mc_12_L_1,sym_4_mc_1,sym_13_mc_12,L_1,ith,2.747,Bad,,0,3980.0,,sym_4_mc_1,sym_13_mc_12,L_1,Bad
4011.0,sym_4_mc_1_sym_13_mc_12_L_4,sym_4_mc_1,sym_13_mc_12,L_4,ith,3.597,Bad,,0,4011.0,,sym_4_mc_1,sym_13_mc_12,L_4,Bad
3746.0,sym_4_on_8_sym_16_mc_6_L_25,sym_4_on_8,sym_16_mc_6,L_25,gar,14.782,Average,,0,3746.0,,sym_4_on_8,sym_16_mc_6,L_25,Average
3753.0,sym_4_on_8_sym_16_mc_6_L_31,sym_4_on_8,sym_16_mc_6,L_31,gar,13.372,Poor,,0,3753.0,,sym_4_on_8,sym_16_mc_6,L_31,Poor
3769.0,sym_4_on_8_sym_16_mc_6_L_46,sym_4_on_8,sym_16_mc_6,L_46,gar,25.586,Good,,0,3769.0,,sym_4_on_8,sym_16_mc_6,L_46,Good
3836.0,sym_4_on_6_sym_9_mc_5_L_1,sym_4_on_6,sym_9_mc_5,L_1,iac,2.385,Bad,,0,3836.0,,sym_4_on_6,sym_9_mc_5,L_1,Bad
3860.0,sym_4_on_6_sym_9_mc_5_L_41,sym_4_on_6,sym_9_mc_5,L_41,iac,14.856,Average,,0,3860.0,,sym_4_on_6,sym_9_mc_5,L_41,Average
3921.0,sym_4_on_8_sym_9_mc_5__,sym_4_on_8,sym_9_mc_5,,iac,2.3,Bad,,0,3921.0,,sym_4_on_8,sym_9_mc_5,,Bad
10193.0,sym_3_on_0_sym_9_mc_5_L_6,sym_3_on_0,sym_9_mc_5,L_6,spn,7.676,Bad,,0,10193.0,,sym_3_on_0,sym_9_mc_5,L_6,Bad
12554.0,sym_3_on_0_sym_8_mc_7_L_14,sym_3_on_0,sym_8_mc_7,L_14,the,9.142,Bad,,0,12554.0,,sym_3_on_0,sym_8_mc_7,L_14,Bad
12687.0,sym_3_on_0_sym_8_mc_9_L_4,sym_3_on_0,sym_8_mc_9,L_4,the,5.034,Bad,,0,12687.0,,sym_3_on_0,sym_8_mc_9,L_4,Bad
585.0,sym_3_on_0_sym_4_mc_1_L_29,sym_3_on_0,sym_4_mc_1,L_29,bor,30.058,Excellent,,0,585.0,,sym_3_on_0,sym_4_mc_1,L_29,Excellent
601.0,sym_3_on_0_sym_4_mc_1_L_43,sym_3_on_0,sym_4_mc_1,L_43,bor,36.471,Excellent,,0,601.0,,sym_3_on_0,sym_4_mc_1,L_43,Excellent
1963.0,_sym_4_mc_1_sym_4_mc_1_L_34,sym_4_mc_1,sym_4_mc_1,L_34,dia,33.13,Excellent,,0,1963.0,,sym_4_mc_1,sym_4_mc_1,L_34,Excellent
4278.0,_sym_4_mc_1_sym_4_on_14_L_39,sym_4_mc_1,sym_4_on_14,L_39,lcs,26.161,Excellent,,0,4278.0,,sym_4_mc_1,sym_4_on_14,L_39,Excellent
4487.0,_sym_4_on_6_sym_4_mc_1_L_17,sym_4_on_6,sym_4_mc_1,L_17,lcs,16.388,Average,,0,4487.0,,sym_4_on_6,sym_4_mc_1,L_17,Average
4546.0,_sym_4_on_7_sym_4_mc_1_L_27,sym_4_on_7,sym_4_mc_1,L_27,lcs,26.193,Excellent,,0,4546.0,,sym_4_on_7,sym_4_mc_1,L_27,Excellent
4566.0,_sym_4_on_7_sym_4_mc_1_L_45,sym_4_on_7,sym_4_mc_1,L_45,lcs,27.444,Excellent,,0,4566.0,,sym_4_on_7,sym_4_mc_1,L_45,Excellent
4597.0,_sym_4_on_8_sym_4_mc_1_L_2,sym_4_on_8,sym_4_mc_1,L_2,lcs,16.451,Average,,0,4597.0,,sym_4_on_8,sym_4_mc_1,L_2,Average
4633.0,_sym_5_mc_2_sym_5_mc_2_L_19,sym_5_mc_2,sym_5_mc_2,L_19,lvt,8.63,Bad,,0,4633.0,,sym_5_mc_2,sym_5_mc_2,L_19,Bad
4710.0,_sym_5_mc_2_sym_5_on_10_L_45,sym_5_mc_2,sym_5_on_10,L_45,lvt,22.851,Good,,0,4710.0,,sym_5_mc_2,sym_5_on_10,L_45,Good
4713.0,_sym_5_mc_2_sym_5_on_10_L_4,sym_5_mc_2,sym_5_on_10,L_4,lvt,12.359,Poor,,0,4713.0,,sym_5_mc_2,sym_5_on_10,L_4,Poor
4725.0,_sym_5_mc_2_sym_5_on_11_L_15,sym_5_mc_2,sym_5_on_11,L_15,lvt,15.923,Average,,0,4725.0,,sym_5_mc_2,sym_5_on_11,L_15,Average
4845.0,_sym_5_mc_2_sym_5_on_13_L_37,sym_5_mc_2,sym_5_on_13,L_37,lvt,27.483,Excellent,,0,4845.0,,sym_5_mc_2,sym_5_on_13,L_37,Excellent
5013.0,_sym_5_on_12_sym_5_mc_2_L_15,sym_5_on_12,sym_5_mc_2,L_15,lvt,15.546,Average,,0,5013.0,,sym_5_on_12,sym_5_mc_2,L_15,Average
5038.0,_sym_5_on_12_sym_5_mc_2_L_38,sym_5_on_12,sym_5_mc_2,L_38,lvt,12.696,Poor,,0,5038.0,,sym_5_on_12,sym_5_mc_2,L_38,Poor
5079.0,_sym_5_on_13_sym_5_mc_2_L_31,sym_5_on_13,sym_5_mc_2,L_31,lvt,21.202,Good,,0,5079.0,,sym_5_on_13,sym_5_mc_2,L_31,Good
5167.0,_sym_5_mc_2_sym_5_mc_2_L_23,sym_5_mc_2,sym_5_mc_2,L_23,nbo,16.403,Average,,0,5167.0,,sym_5_mc_2,sym_5_mc_2,L_23,Average
5172.0,_sym_5_mc_2_sym_5_mc_2_L_28,sym_5_mc_2,sym_5_mc_2,L_28,nbo,6.14,Bad,,0,5172.0,,sym_5_mc_2,sym_5_mc_2,L_28,Bad
5180.0,_sym_5_mc_2_sym_5_mc_2_L_35,sym_5_mc_2,sym_5_mc_2,L_35,nbo,19.25,Average,,0,5180.0,,sym_5_mc_2,sym_5_mc_2,L_35,Average
5205.0,_sym_5_mc_2_sym_5_on_10_L_14,sym_5_mc_2,sym_5_on_10,L_14,nbo,14.408,Poor,,0,5205.0,,sym_5_mc_2,sym_5_on_10,L_14,Poor
5329.0,_sym_5_mc_2_sym_5_on_12_L_3,sym_5_mc_2,sym_5_on_12,L_3,nbo,10.634,Poor,,0,5329.0,,sym_5_mc_2,sym_5_on_12,L_3,Poor
5364.0,_sym_5_mc_2_sym_5_on_13_L_28,sym_5_mc_2,sym_5_on_13,L_28,nbo,21.628,Good,,0,5364.0,,sym_5_mc_2,sym_5_on_13,L_28,Good
5401.0,_sym_5_mc_2_sym_5_on_9_L_18,sym_5_mc_2,sym_5_on_9,L_18,nbo,11.911,Poor,,0,5401.0,,sym_5_mc_2,sym_5_on_9,L_18,Poor
5548.0,_sym_5_on_12_sym_5_mc_2_L_20,sym_5_on_12,sym_5_mc_2,L_20,nbo,18.454,Average,,0,5548.0,,sym_5_on_12,sym_5_mc_2,L_20,Average
5678.0,_sym_5_on_9_sym_5_mc_2_L_8,sym_5_on_9,sym_5_mc_2,L_8,nbo,6.306,Bad,,0,5678.0,,sym_5_on_9,sym_5_mc_2,L_8,Bad
4423.0,_sym_4_mc_1_sym_4_on_8_L_40,sym_4_mc_1,sym_4_on_8,L_40,lcs,29.957,Excellent,,0,4423.0,,sym_4_mc_1,sym_4_on_8,L_40,Excellent
6137.0,sym_4_mc_1_sym_5_on_10_L_33,sym_4_mc_1,sym_5_on_10,L_33,pth,26.295,Excellent,,0,6137.0,,sym_4_mc_1,sym_5_on_10,L_33,Excellent
6142.0,sym_4_mc_1_sym_5_on_10_L_38,sym_4_mc_1,sym_5_on_10,L_38,pth,28.184,Excellent,,0,6142.0,,sym_4_mc_1,sym_5_on_10,L_38,Excellent
5747.0,sym_16_mc_14_sym_8_mc_7_L_27,sym_16_mc_14,sym_8_mc_7,L_27,ocu,9.211,Bad,,0,5747.0,,sym_16_mc_14,sym_8_mc_7,L_27,Bad
5774.0,sym_16_mc_14_sym_8_mc_7_L_8,sym_16_mc_14,sym_8_mc_7,L_8,ocu,3.201,Bad,,0,5774.0,,sym_16_mc_14,sym_8_mc_7,L_8,Bad
5787.0,sym_16_mc_14_sym_8_mc_8_L_1,sym_16_mc_14,sym_8_mc_8,L_1,ocu,4.324,Bad,,0,5787.0,,sym_16_mc_14,sym_8_mc_8,L_1,Bad
5824.0,sym_16_mc_14_sym_8_mc_9__,sym_16_mc_14,sym_8_mc_9,,ocu,0.747,Bad,,0,5824.0,,sym_16_mc_14,sym_8_mc_9,,Bad
5852.0,sym_16_mc_14_sym_8_mc_9_L_35,sym_16_mc_14,sym_8_mc_9,L_35,ocu,9.472,Bad,,0,5852.0,,sym_16_mc_14,sym_8_mc_9,L_35,Bad
5912.0,sym_16_mc_6_sym_8_mc_7_L_46,sym_16_mc_6,sym_8_mc_7,L_46,ocu,16.827,Average,,0,5912.0,,sym_16_mc_6,sym_8_mc_7,L_46,Average
6234.0,sym_4_mc_1_sym_5_on_12_L_34,sym_4_mc_1,sym_5_on_12,L_34,pth,27.856,Excellent,,0,6234.0,,sym_4_mc_1,sym_5_on_12,L_34,Excellent
6246.0,sym_4_mc_1_sym_5_on_12_L_45,sym_4_mc_1,sym_5_on_12,L_45,pth,28.814,Excellent,,0,6246.0,,sym_4_mc_1,sym_5_on_12,L_45,Excellent
9705.0,_sym_4_mc_1_sym_4_mc_1_L_31,sym_4_mc_1,sym_4_mc_1,L_31,sod,31.332,Excellent,,0,9705.0,,sym_4_mc_1,sym_4_mc_1,L_31,Excellent
9892.0,_sym_4_mc_1_sym_4_on_8_L_32,sym_4_mc_1,sym_4_on_8,L_32,sod,32.477,Excellent,,0,9892.0,,sym_4_mc_1,sym_4_on_8,L_32,Excellent
10709.0,_sym_3_on_0_sym_3_mc_0_L_39,sym_3_on_0,sym_3_mc_0,L_39,srs,39.701,Excellent,,0,10709.0,,sym_3_on_0,sym_3_mc_0,L_39,Excellent
1705.0,sym_3_on_0_sym_4_mc_1_L_18,sym_3_on_0,sym_4_mc_1,L_18,ctn,19.909,Good,,0,1705.0,,sym_3_on_0,sym_4_mc_1,L_18,Good
2042.0,_sym_4_mc_1_sym_4_on_6_L_24,sym_4_mc_1,sym_4_on_6,L_24,dia,21.954,Good,,0,2042.0,,sym_4_mc_1,sym_4_on_6,L_24,Good
6360.0,sym_4_on_14_sym_5_mc_2_L_1,sym_4_on_14,sym_5_mc_2,L_1,pth,3.457,Bad,,0,6360.0,,sym_4_on_14,sym_5_mc_2,L_1,Bad
6383.0,sym_4_on_14_sym_5_mc_2_L_43,sym_4_on_14,sym_5_mc_2,L_43,pth,22.498,Good,,0,6383.0,,sym_4_on_14,sym_5_mc_2,L_43,Good
6460.0,sym_4_on_7_sym_5_mc_2_L_27,sym_4_on_7,sym_5_mc_2,L_27,pth,19.464,Average,,0,6460.0,,sym_4_on_7,sym_5_mc_2,L_27,Average
6483.0,sym_4_on_7_sym_5_mc_2_L_4,sym_4_on_7,sym_5_mc_2,L_4,pth,6.662,Bad,,0,6483.0,,sym_4_on_7,sym_5_mc_2,L_4,Bad
6522.0,sym_4_on_8_sym_5_mc_2_L_3,sym_4_on_8,sym_5_mc_2,L_3,pth,10.94,Poor,,0,6522.0,,sym_4_on_8,sym_5_mc_2,L_3,Poor
6575.0,sym_3_mc_0_sym_5_mc_2_L_44,sym_3_mc_0,sym_5_mc_2,L_44,pto,32.672,Excellent,,0,6575.0,,sym_3_mc_0,sym_5_mc_2,L_44,Excellent
6585.0,sym_3_mc_0_sym_5_on_10__,sym_3_mc_0,sym_5_on_10,,pto,10.967,Poor,,0,6585.0,,sym_3_mc_0,sym_5_on_10,,Poor
6603.0,sym_3_mc_0_sym_5_on_10_L_26,sym_3_mc_0,sym_5_on_10,L_26,pto,26.038,Excellent,,0,6603.0,,sym_3_mc_0,sym_5_on_10,L_26,Excellent
6777.0,sym_3_mc_0_sym_5_on_9__,sym_3_mc_0,sym_5_on_9,,pto,7.386,Bad,,0,6777.0,,sym_3_mc_0,sym_5_on_9,,Bad
6782.0,sym_3_mc_0_sym_5_on_9_L_14,sym_3_mc_0,sym_5_on_9,L_14,pto,18.502,Average,,0,6782.0,,sym_3_mc_0,sym_5_on_9,L_14,Average
6788.0,sym_3_mc_0_sym_5_on_9_L_1,sym_3_mc_0,sym_5_on_9,L_1,pto,11.71,Poor,,0,6788.0,,sym_3_mc_0,sym_5_on_9,L_1,Poor
6896.0,sym_3_on_1_sym_5_mc_2_L_30,sym_3_on_1,sym_5_mc_2,L_30,pto,22.153,Good,,0,6896.0,,sym_3_on_1,sym_5_mc_2,L_30,Good
6998.0,sym_3_on_4_sym_5_mc_2_L_36,sym_3_on_4,sym_5_mc_2,L_36,pto,26.71,Excellent,,0,6998.0,,sym_3_on_4,sym_5_mc_2,L_36,Excellent
7015.0,sym_3_on_4_sym_5_mc_2_L_8,sym_3_on_4,sym_5_mc_2,L_8,pto,13.301,Poor,,0,7015.0,,sym_3_on_4,sym_5_mc_2,L_8,Poor
7022.0,sym_3_on_5_sym_5_mc_2_L_14,sym_3_on_5,sym_5_mc_2,L_14,pto,18.424,Average,,0,7022.0,,sym_3_on_5,sym_5_mc_2,L_14,Average
7039.0,sym_3_on_5_sym_5_mc_2_L_2,sym_3_on_5,sym_5_mc_2,L_2,pto,12.933,Poor,,0,7039.0,,sym_3_on_5,sym_5_mc_2,L_2,Poor
7074.0,sym_5_mc_2_sym_4_mc_1_L_18,sym_5_mc_2,sym_4_mc_1,L_18,pts,18.285,Average,,0,7074.0,,sym_5_mc_2,sym_4_mc_1,L_18,Average
7175.0,sym_5_mc_2_sym_4_on_6_L_28,sym_5_mc_2,sym_4_on_6,L_28,pts,15.677,Average,,0,7175.0,,sym_5_mc_2,sym_4_on_6,L_28,Average
7198.0,sym_5_mc_2_sym_4_on_6_L_5,sym_5_mc_2,sym_4_on_6,L_5,pts,4.643,Bad,,0,7198.0,,sym_5_mc_2,sym_4_on_6,L_5,Bad
7235.0,sym_5_mc_2_sym_4_on_7_L_39,sym_5_mc_2,sym_4_on_7,L_39,pts,22.826,Good,,0,7235.0,,sym_5_mc_2,sym_4_on_7,L_39,Good
7262.0,sym_5_mc_2_sym_4_on_8_L_1,sym_5_mc_2,sym_4_on_8,L_1,pts,8.645,Bad,,0,7262.0,,sym_5_mc_2,sym_4_on_8,L_1,Bad
7340.0,sym_5_on_10_sym_4_mc_1_L_47,sym_5_on_10,sym_4_mc_1,L_47,pts,37.386,Excellent,,0,7340.0,,sym_5_on_10,sym_4_mc_1,L_47,Excellent
7376.0,sym_5_on_11_sym_4_mc_1_L_36,sym_5_on_11,sym_4_mc_1,L_36,pts,28.119,Excellent,,0,7376.0,,sym_5_on_11,sym_4_mc_1,L_36,Excellent
7433.0,sym_5_on_12_sym_4_mc_1_L_44,sym_5_on_12,sym_4_mc_1,L_44,pts,33.011,Excellent,,0,7433.0,,sym_5_on_12,sym_4_mc_1,L_44,Excellent
7494.0,sym_5_on_9_sym_4_mc_1_L_12,sym_5_on_9,sym_4_mc_1,L_12,pts,16.818,Average,,0,7494.0,,sym_5_on_9,sym_4_mc_1,L_12,Average
7558.0,sym_3_mc_0_sym_6_mc_3_L_27,sym_3_mc_0,sym_6_mc_3,L_27,pyr,21.678,Good,,0,7558.0,,sym_3_mc_0,sym_6_mc_3,L_27,Good
4264.0,_sym_4_mc_1_sym_4_on_14_L_24,sym_4_mc_1,sym_4_on_14,L_24,lcs,21.565,Good,,0,4264.0,,sym_4_mc_1,sym_4_on_14,L_24,Good
7637.0,sym_3_on_1_sym_6_mc_3_L_11,sym_3_on_1,sym_6_mc_3,L_11,pyr,8.72,Bad,,0,7637.0,,sym_3_on_1,sym_6_mc_3,L_11,Bad
7660.0,sym_3_on_1_sym_6_mc_3_L_32,sym_3_on_1,sym_6_mc_3,L_32,pyr,19.719,Good,,0,7660.0,,sym_3_on_1,sym_6_mc_3,L_32,Good
7690.0,sym_3_on_2_sym_6_mc_3_L_16,sym_3_on_2,sym_6_mc_3,L_16,pyr,14.714,Average,,0,7690.0,,sym_3_on_2,sym_6_mc_3,L_16,Average
7816.0,sym_3_on_5_sym_6_mc_3_L_43,sym_3_on_5,sym_6_mc_3,L_43,pyr,27.392,Excellent,,0,7816.0,,sym_3_on_5,sym_6_mc_3,L_43,Excellent
4357.0,_sym_4_mc_1_sym_4_on_7_L_24,sym_4_mc_1,sym_4_on_7,L_24,lcs,23.263,Good,,0,4357.0,,sym_4_mc_1,sym_4_on_7,L_24,Good
4399.0,_sym_4_mc_1_sym_4_on_8_L_19,sym_4_mc_1,sym_4_on_8,L_19,lcs,24.777,Good,,0,4399.0,,sym_4_mc_1,sym_4_on_8,L_19,Good
