index,MOF,node 1,node 2,edge,topo,UG,UG_five_level
10149,sym_3_on_0_sym_9_mc_5__,sym_3_on_0,sym_9_mc_5,,spn,2.373,Bad
10150,sym_3_on_0_sym_9_mc_5_L_10,sym_3_on_0,sym_9_mc_5,L_10,spn,8.659,Bad
10151,sym_3_on_0_sym_9_mc_5_L_11,sym_3_on_0,sym_9_mc_5,L_11,spn,8.306,Bad
10152,sym_3_on_0_sym_9_mc_5_L_12,sym_3_on_0,sym_9_mc_5,L_12,spn,9.523,Bad
10153,sym_3_on_0_sym_9_mc_5_L_13,sym_3_on_0,sym_9_mc_5,L_13,spn,9.091,Bad
10160,sym_3_on_0_sym_9_mc_5_L_1,sym_3_on_0,sym_9_mc_5,L_1,spn,5.782,Bad
10171,sym_3_on_0_sym_9_mc_5_L_2,sym_3_on_0,sym_9_mc_5,L_2,spn,6.273,Bad
10182,sym_3_on_0_sym_9_mc_5_L_3,sym_3_on_0,sym_9_mc_5,L_3,spn,6.829,Bad
10191,sym_3_on_0_sym_9_mc_5_L_4,sym_3_on_0,sym_9_mc_5,L_4,spn,7.75,Bad
10192,sym_3_on_0_sym_9_mc_5_L_5,sym_3_on_0,sym_9_mc_5,L_5,spn,7.256,Bad
10193,sym_3_on_0_sym_9_mc_5_L_6,sym_3_on_0,sym_9_mc_5,L_6,spn,7.676,Bad
10194,sym_3_on_0_sym_9_mc_5_L_7,sym_3_on_0,sym_9_mc_5,L_7,spn,8.064,Bad
10195,sym_3_on_0_sym_9_mc_5_L_8,sym_3_on_0,sym_9_mc_5,L_8,spn,8.2,Bad
10196,sym_3_on_0_sym_9_mc_5_L_9,sym_3_on_0,sym_9_mc_5,L_9,spn,8.047,Bad
10677,_sym_3_on_0_sym_3_mc_0__,sym_3_on_0,sym_3_mc_0,,srs,7.717,Bad
12165,sym_3_on_0_sym_5_mc_2__,sym_3_on_0,sym_5_mc_2,,tbo,1.95,Bad
12166,sym_3_on_0_sym_5_mc_2_L_10,sym_3_on_0,sym_5_mc_2,L_10,tbo,9.592,Bad
12167,sym_3_on_0_sym_5_mc_2_L_11,sym_3_on_0,sym_5_mc_2,L_11,tbo,9.203,Bad
12176,sym_3_on_0_sym_5_mc_2_L_1,sym_3_on_0,sym_5_mc_2,L_1,tbo,6.508,Bad
12187,sym_3_on_0_sym_5_mc_2_L_2,sym_3_on_0,sym_5_mc_2,L_2,tbo,7.386,Bad
12198,sym_3_on_0_sym_5_mc_2_L_3,sym_3_on_0,sym_5_mc_2,L_3,tbo,8.296,Bad
12207,sym_3_on_0_sym_5_mc_2_L_4,sym_3_on_0,sym_5_mc_2,L_4,tbo,8.807,Bad
12208,sym_3_on_0_sym_5_mc_2_L_5,sym_3_on_0,sym_5_mc_2,L_5,tbo,8.498,Bad
12209,sym_3_on_0_sym_5_mc_2_L_6,sym_3_on_0,sym_5_mc_2,L_6,tbo,8.636,Bad
12210,sym_3_on_0_sym_5_mc_2_L_7,sym_3_on_0,sym_5_mc_2,L_7,tbo,8.723,Bad
12211,sym_3_on_0_sym_5_mc_2_L_8,sym_3_on_0,sym_5_mc_2,L_8,tbo,8.436,Bad
12212,sym_3_on_0_sym_5_mc_2_L_9,sym_3_on_0,sym_5_mc_2,L_9,tbo,8.284,Bad
12549,sym_3_on_0_sym_8_mc_7__,sym_3_on_0,sym_8_mc_7,,the,1.093,Bad
12550,sym_3_on_0_sym_8_mc_7_L_10,sym_3_on_0,sym_8_mc_7,L_10,the,5.473,Bad
12551,sym_3_on_0_sym_8_mc_7_L_11,sym_3_on_0,sym_8_mc_7,L_11,the,5.529,Bad
12552,sym_3_on_0_sym_8_mc_7_L_12,sym_3_on_0,sym_8_mc_7,L_12,the,6.883,Bad
12553,sym_3_on_0_sym_8_mc_7_L_13,sym_3_on_0,sym_8_mc_7,L_13,the,6.725,Bad
12554,sym_3_on_0_sym_8_mc_7_L_14,sym_3_on_0,sym_8_mc_7,L_14,the,9.142,Bad
12555,sym_3_on_0_sym_8_mc_7_L_15,sym_3_on_0,sym_8_mc_7,L_15,the,9.739,Bad
12558,sym_3_on_0_sym_8_mc_7_L_18,sym_3_on_0,sym_8_mc_7,L_18,the,9.76,Bad
12560,sym_3_on_0_sym_8_mc_7_L_1,sym_3_on_0,sym_8_mc_7,L_1,the,4.519,Bad
12562,sym_3_on_0_sym_8_mc_7_L_21,sym_3_on_0,sym_8_mc_7,L_21,the,8.005,Bad
12571,sym_3_on_0_sym_8_mc_7_L_2,sym_3_on_0,sym_8_mc_7,L_2,the,4.933,Bad
4017,sym_4_on_14_sym_13_mc_12__,sym_4_on_14,sym_13_mc_12,,ith,0,Bad
4018,sym_4_on_14_sym_13_mc_12_L_10,sym_4_on_14,sym_13_mc_12,L_10,ith,0.02,Bad
4019,sym_4_on_14_sym_13_mc_12_L_11,sym_4_on_14,sym_13_mc_12,L_11,ith,0.074,Bad
4020,sym_4_on_14_sym_13_mc_12_L_12,sym_4_on_14,sym_13_mc_12,L_12,ith,0.251,Bad
4021,sym_4_on_14_sym_13_mc_12_L_13,sym_4_on_14,sym_13_mc_12,L_13,ith,0.493,Bad
4022,sym_4_on_14_sym_13_mc_12_L_16,sym_4_on_14,sym_13_mc_12,L_16,ith,5.243,Bad
4023,sym_4_on_14_sym_13_mc_12_L_17,sym_4_on_14,sym_13_mc_12,L_17,ith,2.574,Bad
4024,sym_4_on_14_sym_13_mc_12_L_18,sym_4_on_14,sym_13_mc_12,L_18,ith,2.619,Bad
4025,sym_4_on_14_sym_13_mc_12_L_19,sym_4_on_14,sym_13_mc_12,L_19,ith,4.567,Bad
4026,sym_4_on_14_sym_13_mc_12_L_1,sym_4_on_14,sym_13_mc_12,L_1,ith,0.651,Bad
4027,sym_4_on_14_sym_13_mc_12_L_20,sym_4_on_14,sym_13_mc_12,L_20,ith,5.736,Bad
4028,sym_4_on_14_sym_13_mc_12_L_22,sym_4_on_14,sym_13_mc_12,L_22,ith,4.009,Bad
4029,sym_4_on_14_sym_13_mc_12_L_23,sym_4_on_14,sym_13_mc_12,L_23,ith,5.222,Bad
4030,sym_4_on_14_sym_13_mc_12_L_24,sym_4_on_14,sym_13_mc_12,L_24,ith,6.526,Bad
4031,sym_4_on_14_sym_13_mc_12_L_25,sym_4_on_14,sym_13_mc_12,L_25,ith,6.511,Bad
4032,sym_4_on_14_sym_13_mc_12_L_26,sym_4_on_14,sym_13_mc_12,L_26,ith,6.061,Bad
4033,sym_4_on_14_sym_13_mc_12_L_27,sym_4_on_14,sym_13_mc_12,L_27,ith,10.82,Poor
4034,sym_4_on_14_sym_13_mc_12_L_28,sym_4_on_14,sym_13_mc_12,L_28,ith,5.517,Bad
4035,sym_4_on_14_sym_13_mc_12_L_2,sym_4_on_14,sym_13_mc_12,L_2,ith,0.119,Bad
4036,sym_4_on_14_sym_13_mc_12_L_31,sym_4_on_14,sym_13_mc_12,L_31,ith,4.306,Bad
4037,sym_4_on_14_sym_13_mc_12_L_32,sym_4_on_14,sym_13_mc_12,L_32,ith,7.856,Bad
4038,sym_4_on_14_sym_13_mc_12_L_33,sym_4_on_14,sym_13_mc_12,L_33,ith,7.462,Bad
4039,sym_4_on_14_sym_13_mc_12_L_34,sym_4_on_14,sym_13_mc_12,L_34,ith,10.163,Poor
4040,sym_4_on_14_sym_13_mc_12_L_35,sym_4_on_14,sym_13_mc_12,L_35,ith,10.038,Poor
4041,sym_4_on_14_sym_13_mc_12_L_36,sym_4_on_14,sym_13_mc_12,L_36,ith,7.906,Bad
4042,sym_4_on_14_sym_13_mc_12_L_37,sym_4_on_14,sym_13_mc_12,L_37,ith,10.266,Poor
4043,sym_4_on_14_sym_13_mc_12_L_38,sym_4_on_14,sym_13_mc_12,L_38,ith,10.69,Poor
4044,sym_4_on_14_sym_13_mc_12_L_39,sym_4_on_14,sym_13_mc_12,L_39,ith,10.359,Poor
4045,sym_4_on_14_sym_13_mc_12_L_3,sym_4_on_14,sym_13_mc_12,L_3,ith,0.427,Bad
4046,sym_4_on_14_sym_13_mc_12_L_40,sym_4_on_14,sym_13_mc_12,L_40,ith,9.866,Poor
4047,sym_4_on_14_sym_13_mc_12_L_41,sym_4_on_14,sym_13_mc_12,L_41,ith,11.04,Poor
4048,sym_4_on_14_sym_13_mc_12_L_42,sym_4_on_14,sym_13_mc_12,L_42,ith,9.904,Poor
4049,sym_4_on_14_sym_13_mc_12_L_43,sym_4_on_14,sym_13_mc_12,L_43,ith,12.174,Poor
4050,sym_4_on_14_sym_13_mc_12_L_44,sym_4_on_14,sym_13_mc_12,L_44,ith,11.845,Poor
4051,sym_4_on_14_sym_13_mc_12_L_45,sym_4_on_14,sym_13_mc_12,L_45,ith,10.386,Poor
4052,sym_4_on_14_sym_13_mc_12_L_46,sym_4_on_14,sym_13_mc_12,L_46,ith,15.377,Average
4053,sym_4_on_14_sym_13_mc_12_L_47,sym_4_on_14,sym_13_mc_12,L_47,ith,15.095,Average
4054,sym_4_on_14_sym_13_mc_12_L_5,sym_4_on_14,sym_13_mc_12,L_5,ith,0.042,Bad
4055,sym_4_on_14_sym_13_mc_12_L_6,sym_4_on_14,sym_13_mc_12,L_6,ith,0.041,Bad
4056,sym_4_on_14_sym_13_mc_12_L_7,sym_4_on_14,sym_13_mc_12,L_7,ith,0.032,Bad
4057,sym_4_on_14_sym_13_mc_12_L_8,sym_4_on_14,sym_13_mc_12,L_8,ith,0.031,Bad
4058,sym_4_on_14_sym_13_mc_12_L_9,sym_4_on_14,sym_13_mc_12,L_9,ith,0.012,Bad
4059,sym_4_on_6_sym_13_mc_12__,sym_4_on_6,sym_13_mc_12,,ith,0,Bad
4060,sym_4_on_6_sym_13_mc_12_L_10,sym_4_on_6,sym_13_mc_12,L_10,ith,0,Bad
4061,sym_4_on_6_sym_13_mc_12_L_11,sym_4_on_6,sym_13_mc_12,L_11,ith,0.052,Bad
4062,sym_4_on_6_sym_13_mc_12_L_12,sym_4_on_6,sym_13_mc_12,L_12,ith,0.111,Bad
4063,sym_4_on_6_sym_13_mc_12_L_13,sym_4_on_6,sym_13_mc_12,L_13,ith,0.23,Bad
4064,sym_4_on_6_sym_13_mc_12_L_14,sym_4_on_6,sym_13_mc_12,L_14,ith,1.432,Bad
4065,sym_4_on_6_sym_13_mc_12_L_15,sym_4_on_6,sym_13_mc_12,L_15,ith,2.36,Bad
4066,sym_4_on_6_sym_13_mc_12_L_16,sym_4_on_6,sym_13_mc_12,L_16,ith,4.818,Bad
4067,sym_4_on_6_sym_13_mc_12_L_17,sym_4_on_6,sym_13_mc_12,L_17,ith,1.994,Bad
4068,sym_4_on_6_sym_13_mc_12_L_18,sym_4_on_6,sym_13_mc_12,L_18,ith,2.014,Bad
4069,sym_4_on_6_sym_13_mc_12_L_19,sym_4_on_6,sym_13_mc_12,L_19,ith,3.928,Bad
4070,sym_4_on_6_sym_13_mc_12_L_1,sym_4_on_6,sym_13_mc_12,L_1,ith,0,Bad
4071,sym_4_on_6_sym_13_mc_12_L_20,sym_4_on_6,sym_13_mc_12,L_20,ith,4.819,Bad
4072,sym_4_on_6_sym_13_mc_12_L_21,sym_4_on_6,sym_13_mc_12,L_21,ith,4.358,Bad
4073,sym_4_on_6_sym_13_mc_12_L_22,sym_4_on_6,sym_13_mc_12,L_22,ith,3.418,Bad
4074,sym_4_on_6_sym_13_mc_12_L_23,sym_4_on_6,sym_13_mc_12,L_23,ith,4.692,Bad
4075,sym_4_on_6_sym_13_mc_12_L_24,sym_4_on_6,sym_13_mc_12,L_24,ith,6.155,Bad
4076,sym_4_on_6_sym_13_mc_12_L_25,sym_4_on_6,sym_13_mc_12,L_25,ith,6.147,Bad
4077,sym_4_on_6_sym_13_mc_12_L_26,sym_4_on_6,sym_13_mc_12,L_26,ith,5.417,Bad
4078,sym_4_on_6_sym_13_mc_12_L_27,sym_4_on_6,sym_13_mc_12,L_27,ith,10.221,Poor
4079,sym_4_on_6_sym_13_mc_12_L_28,sym_4_on_6,sym_13_mc_12,L_28,ith,5.103,Bad
4080,sym_4_on_6_sym_13_mc_12_L_29,sym_4_on_6,sym_13_mc_12,L_29,ith,7.988,Bad
4081,sym_4_on_6_sym_13_mc_12_L_2,sym_4_on_6,sym_13_mc_12,L_2,ith,0,Bad
4082,sym_4_on_6_sym_13_mc_12_L_30,sym_4_on_6,sym_13_mc_12,L_30,ith,7.811,Bad
4083,sym_4_on_6_sym_13_mc_12_L_31,sym_4_on_6,sym_13_mc_12,L_31,ith,3.642,Bad
4084,sym_4_on_6_sym_13_mc_12_L_32,sym_4_on_6,sym_13_mc_12,L_32,ith,6.987,Bad
4085,sym_4_on_6_sym_13_mc_12_L_33,sym_4_on_6,sym_13_mc_12,L_33,ith,6.729,Bad
4086,sym_4_on_6_sym_13_mc_12_L_34,sym_4_on_6,sym_13_mc_12,L_34,ith,9.377,Bad
4087,sym_4_on_6_sym_13_mc_12_L_35,sym_4_on_6,sym_13_mc_12,L_35,ith,9.586,Bad
4088,sym_4_on_6_sym_13_mc_12_L_36,sym_4_on_6,sym_13_mc_12,L_36,ith,7.444,Bad
4089,sym_4_on_6_sym_13_mc_12_L_37,sym_4_on_6,sym_13_mc_12,L_37,ith,9.795,Poor
4090,sym_4_on_6_sym_13_mc_12_L_38,sym_4_on_6,sym_13_mc_12,L_38,ith,10.087,Poor
4091,sym_4_on_6_sym_13_mc_12_L_39,sym_4_on_6,sym_13_mc_12,L_39,ith,10.057,Poor
4092,sym_4_on_6_sym_13_mc_12_L_3,sym_4_on_6,sym_13_mc_12,L_3,ith,0.733,Bad
4093,sym_4_on_6_sym_13_mc_12_L_40,sym_4_on_6,sym_13_mc_12,L_40,ith,9.523,Bad
4094,sym_4_on_6_sym_13_mc_12_L_41,sym_4_on_6,sym_13_mc_12,L_41,ith,10.568,Poor
4095,sym_4_on_6_sym_13_mc_12_L_42,sym_4_on_6,sym_13_mc_12,L_42,ith,9.466,Bad
4096,sym_4_on_6_sym_13_mc_12_L_43,sym_4_on_6,sym_13_mc_12,L_43,ith,11.765,Poor
4097,sym_4_on_6_sym_13_mc_12_L_44,sym_4_on_6,sym_13_mc_12,L_44,ith,11.348,Poor
4098,sym_4_on_6_sym_13_mc_12_L_45,sym_4_on_6,sym_13_mc_12,L_45,ith,9.892,Poor
4099,sym_4_on_6_sym_13_mc_12_L_46,sym_4_on_6,sym_13_mc_12,L_46,ith,14.891,Average
4100,sym_4_on_6_sym_13_mc_12_L_47,sym_4_on_6,sym_13_mc_12,L_47,ith,14.675,Average
4101,sym_4_on_6_sym_13_mc_12_L_4,sym_4_on_6,sym_13_mc_12,L_4,ith,0,Bad
4102,sym_4_on_6_sym_13_mc_12_L_5,sym_4_on_6,sym_13_mc_12,L_5,ith,0,Bad
4103,sym_4_on_6_sym_13_mc_12_L_6,sym_4_on_6,sym_13_mc_12,L_6,ith,0.017,Bad
4104,sym_4_on_6_sym_13_mc_12_L_7,sym_4_on_6,sym_13_mc_12,L_7,ith,0.049,Bad
4105,sym_4_on_6_sym_13_mc_12_L_8,sym_4_on_6,sym_13_mc_12,L_8,ith,0.03,Bad
4106,sym_4_on_6_sym_13_mc_12_L_9,sym_4_on_6,sym_13_mc_12,L_9,ith,0,Bad
4107,sym_4_on_7_sym_13_mc_12__,sym_4_on_7,sym_13_mc_12,,ith,0,Bad
4108,sym_4_on_7_sym_13_mc_12_L_10,sym_4_on_7,sym_13_mc_12,L_10,ith,0.337,Bad
4109,sym_4_on_7_sym_13_mc_12_L_11,sym_4_on_7,sym_13_mc_12,L_11,ith,0.83,Bad
4110,sym_4_on_7_sym_13_mc_12_L_12,sym_4_on_7,sym_13_mc_12,L_12,ith,1.662,Bad
4111,sym_4_on_7_sym_13_mc_12_L_13,sym_4_on_7,sym_13_mc_12,L_13,ith,2.002,Bad
4112,sym_4_on_7_sym_13_mc_12_L_14,sym_4_on_7,sym_13_mc_12,L_14,ith,3.628,Bad
4113,sym_4_on_7_sym_13_mc_12_L_15,sym_4_on_7,sym_13_mc_12,L_15,ith,4.164,Bad
4114,sym_4_on_7_sym_13_mc_12_L_16,sym_4_on_7,sym_13_mc_12,L_16,ith,6.691,Bad
4115,sym_4_on_7_sym_13_mc_12_L_17,sym_4_on_7,sym_13_mc_12,L_17,ith,3.968,Bad
4116,sym_4_on_7_sym_13_mc_12_L_18,sym_4_on_7,sym_13_mc_12,L_18,ith,4.135,Bad
4117,sym_4_on_7_sym_13_mc_12_L_19,sym_4_on_7,sym_13_mc_12,L_19,ith,6.248,Bad
4118,sym_4_on_7_sym_13_mc_12_L_1,sym_4_on_7,sym_13_mc_12,L_1,ith,0.206,Bad
4119,sym_4_on_7_sym_13_mc_12_L_20,sym_4_on_7,sym_13_mc_12,L_20,ith,7.106,Bad
4120,sym_4_on_7_sym_13_mc_12_L_21,sym_4_on_7,sym_13_mc_12,L_21,ith,6.367,Bad
4121,sym_4_on_7_sym_13_mc_12_L_22,sym_4_on_7,sym_13_mc_12,L_22,ith,5.496,Bad
4122,sym_4_on_7_sym_13_mc_12_L_23,sym_4_on_7,sym_13_mc_12,L_23,ith,6.786,Bad
4123,sym_4_on_7_sym_13_mc_12_L_24,sym_4_on_7,sym_13_mc_12,L_24,ith,8.073,Bad
4124,sym_4_on_7_sym_13_mc_12_L_25,sym_4_on_7,sym_13_mc_12,L_25,ith,7.905,Bad
4125,sym_4_on_7_sym_13_mc_12_L_26,sym_4_on_7,sym_13_mc_12,L_26,ith,7.141,Bad
4126,sym_4_on_7_sym_13_mc_12_L_27,sym_4_on_7,sym_13_mc_12,L_27,ith,11.89,Poor
4127,sym_4_on_7_sym_13_mc_12_L_28,sym_4_on_7,sym_13_mc_12,L_28,ith,7.026,Bad
4128,sym_4_on_7_sym_13_mc_12_L_29,sym_4_on_7,sym_13_mc_12,L_29,ith,9.947,Poor
4129,sym_4_on_7_sym_13_mc_12_L_2,sym_4_on_7,sym_13_mc_12,L_2,ith,0.15,Bad
4130,sym_4_on_7_sym_13_mc_12_L_30,sym_4_on_7,sym_13_mc_12,L_30,ith,9.478,Bad
4131,sym_4_on_7_sym_13_mc_12_L_31,sym_4_on_7,sym_13_mc_12,L_31,ith,5.927,Bad
4132,sym_4_on_7_sym_13_mc_12_L_32,sym_4_on_7,sym_13_mc_12,L_32,ith,9.135,Bad
4133,sym_4_on_7_sym_13_mc_12_L_33,sym_4_on_7,sym_13_mc_12,L_33,ith,8.962,Bad
4134,sym_4_on_7_sym_13_mc_12_L_34,sym_4_on_7,sym_13_mc_12,L_34,ith,11.325,Poor
4135,sym_4_on_7_sym_13_mc_12_L_35,sym_4_on_7,sym_13_mc_12,L_35,ith,11.043,Poor
4136,sym_4_on_7_sym_13_mc_12_L_36,sym_4_on_7,sym_13_mc_12,L_36,ith,9.065,Bad
4137,sym_4_on_7_sym_13_mc_12_L_37,sym_4_on_7,sym_13_mc_12,L_37,ith,11.514,Poor
4138,sym_4_on_7_sym_13_mc_12_L_38,sym_4_on_7,sym_13_mc_12,L_38,ith,11.908,Poor
4139,sym_4_on_7_sym_13_mc_12_L_39,sym_4_on_7,sym_13_mc_12,L_39,ith,11.53,Poor
4140,sym_4_on_7_sym_13_mc_12_L_3,sym_4_on_7,sym_13_mc_12,L_3,ith,0.894,Bad
4141,sym_4_on_7_sym_13_mc_12_L_40,sym_4_on_7,sym_13_mc_12,L_40,ith,11.233,Poor
4142,sym_4_on_7_sym_13_mc_12_L_41,sym_4_on_7,sym_13_mc_12,L_41,ith,12.465,Poor
4143,sym_4_on_7_sym_13_mc_12_L_42,sym_4_on_7,sym_13_mc_12,L_42,ith,10.981,Poor
4144,sym_4_on_7_sym_13_mc_12_L_43,sym_4_on_7,sym_13_mc_12,L_43,ith,13.371,Poor
4145,sym_4_on_7_sym_13_mc_12_L_44,sym_4_on_7,sym_13_mc_12,L_44,ith,12.977,Poor
4146,sym_4_on_7_sym_13_mc_12_L_45,sym_4_on_7,sym_13_mc_12,L_45,ith,11.391,Poor
4147,sym_4_on_7_sym_13_mc_12_L_46,sym_4_on_7,sym_13_mc_12,L_46,ith,16.438,Average
4148,sym_4_on_7_sym_13_mc_12_L_47,sym_4_on_7,sym_13_mc_12,L_47,ith,16.31,Average
4149,sym_4_on_7_sym_13_mc_12_L_4,sym_4_on_7,sym_13_mc_12,L_4,ith,0.543,Bad
4150,sym_4_on_7_sym_13_mc_12_L_5,sym_4_on_7,sym_13_mc_12,L_5,ith,0.324,Bad
4151,sym_4_on_7_sym_13_mc_12_L_6,sym_4_on_7,sym_13_mc_12,L_6,ith,0.638,Bad
4152,sym_4_on_7_sym_13_mc_12_L_7,sym_4_on_7,sym_13_mc_12,L_7,ith,0.538,Bad
4153,sym_4_on_7_sym_13_mc_12_L_8,sym_4_on_7,sym_13_mc_12,L_8,ith,0.129,Bad
4154,sym_4_on_7_sym_13_mc_12_L_9,sym_4_on_7,sym_13_mc_12,L_9,ith,0.249,Bad
4155,sym_4_on_8_sym_13_mc_12__,sym_4_on_8,sym_13_mc_12,,ith,0,Bad
4156,sym_4_on_8_sym_13_mc_12_L_10,sym_4_on_8,sym_13_mc_12,L_10,ith,2.178,Bad
4157,sym_4_on_8_sym_13_mc_12_L_11,sym_4_on_8,sym_13_mc_12,L_11,ith,2.494,Bad
4158,sym_4_on_8_sym_13_mc_12_L_12,sym_4_on_8,sym_13_mc_12,L_12,ith,3.818,Bad
4159,sym_4_on_8_sym_13_mc_12_L_13,sym_4_on_8,sym_13_mc_12,L_13,ith,3.991,Bad
4160,sym_4_on_8_sym_13_mc_12_L_14,sym_4_on_8,sym_13_mc_12,L_14,ith,6.344,Bad
4161,sym_4_on_8_sym_13_mc_12_L_15,sym_4_on_8,sym_13_mc_12,L_15,ith,6.487,Bad
4162,sym_4_on_8_sym_13_mc_12_L_16,sym_4_on_8,sym_13_mc_12,L_16,ith,9.236,Bad
4163,sym_4_on_8_sym_13_mc_12_L_17,sym_4_on_8,sym_13_mc_12,L_17,ith,6.562,Bad
4164,sym_4_on_8_sym_13_mc_12_L_18,sym_4_on_8,sym_13_mc_12,L_18,ith,6.022,Bad
4165,sym_4_on_8_sym_13_mc_12_L_19,sym_4_on_8,sym_13_mc_12,L_19,ith,8.743,Bad
4166,sym_4_on_8_sym_13_mc_12_L_1,sym_4_on_8,sym_13_mc_12,L_1,ith,1.001,Bad
4167,sym_4_on_8_sym_13_mc_12_L_20,sym_4_on_8,sym_13_mc_12,L_20,ith,9.301,Bad
4168,sym_4_on_8_sym_13_mc_12_L_21,sym_4_on_8,sym_13_mc_12,L_21,ith,7.92,Bad
4169,sym_4_on_8_sym_13_mc_12_L_22,sym_4_on_8,sym_13_mc_12,L_22,ith,7.764,Bad
4170,sym_4_on_8_sym_13_mc_12_L_23,sym_4_on_8,sym_13_mc_12,L_23,ith,9.015,Bad
4171,sym_4_on_8_sym_13_mc_12_L_24,sym_4_on_8,sym_13_mc_12,L_24,ith,10.244,Poor
4172,sym_4_on_8_sym_13_mc_12_L_25,sym_4_on_8,sym_13_mc_12,L_25,ith,10.167,Poor
4173,sym_4_on_8_sym_13_mc_12_L_26,sym_4_on_8,sym_13_mc_12,L_26,ith,9.141,Bad
4174,sym_4_on_8_sym_13_mc_12_L_27,sym_4_on_8,sym_13_mc_12,L_27,ith,13.907,Poor
4175,sym_4_on_8_sym_13_mc_12_L_28,sym_4_on_8,sym_13_mc_12,L_28,ith,9.181,Bad
4176,sym_4_on_8_sym_13_mc_12_L_29,sym_4_on_8,sym_13_mc_12,L_29,ith,12.062,Poor
4177,sym_4_on_8_sym_13_mc_12_L_2,sym_4_on_8,sym_13_mc_12,L_2,ith,1.741,Bad
4178,sym_4_on_8_sym_13_mc_12_L_30,sym_4_on_8,sym_13_mc_12,L_30,ith,11.547,Poor
4179,sym_4_on_8_sym_13_mc_12_L_31,sym_4_on_8,sym_13_mc_12,L_31,ith,8.085,Bad
4180,sym_4_on_8_sym_13_mc_12_L_32,sym_4_on_8,sym_13_mc_12,L_32,ith,11.588,Poor
4181,sym_4_on_8_sym_13_mc_12_L_33,sym_4_on_8,sym_13_mc_12,L_33,ith,11.09,Poor
4182,sym_4_on_8_sym_13_mc_12_L_34,sym_4_on_8,sym_13_mc_12,L_34,ith,13.5,Poor
4183,sym_4_on_8_sym_13_mc_12_L_35,sym_4_on_8,sym_13_mc_12,L_35,ith,13.181,Poor
4184,sym_4_on_8_sym_13_mc_12_L_36,sym_4_on_8,sym_13_mc_12,L_36,ith,11.328,Poor
4185,sym_4_on_8_sym_13_mc_12_L_37,sym_4_on_8,sym_13_mc_12,L_37,ith,13.951,Poor
4186,sym_4_on_8_sym_13_mc_12_L_38,sym_4_on_8,sym_13_mc_12,L_38,ith,13.855,Poor
4187,sym_4_on_8_sym_13_mc_12_L_39,sym_4_on_8,sym_13_mc_12,L_39,ith,13.918,Poor
4188,sym_4_on_8_sym_13_mc_12_L_3,sym_4_on_8,sym_13_mc_12,L_3,ith,2.038,Bad
4189,sym_4_on_8_sym_13_mc_12_L_40,sym_4_on_8,sym_13_mc_12,L_40,ith,13.25,Poor
4190,sym_4_on_8_sym_13_mc_12_L_41,sym_4_on_8,sym_13_mc_12,L_41,ith,14.598,Poor
4191,sym_4_on_8_sym_13_mc_12_L_42,sym_4_on_8,sym_13_mc_12,L_42,ith,12.903,Poor
4192,sym_4_on_8_sym_13_mc_12_L_43,sym_4_on_8,sym_13_mc_12,L_43,ith,15.539,Average
4193,sym_4_on_8_sym_13_mc_12_L_44,sym_4_on_8,sym_13_mc_12,L_44,ith,14.87,Average
4194,sym_4_on_8_sym_13_mc_12_L_45,sym_4_on_8,sym_13_mc_12,L_45,ith,13.362,Poor
4195,sym_4_on_8_sym_13_mc_12_L_46,sym_4_on_8,sym_13_mc_12,L_46,ith,18.463,Average
4196,sym_4_on_8_sym_13_mc_12_L_47,sym_4_on_8,sym_13_mc_12,L_47,ith,18.076,Average
4197,sym_4_on_8_sym_13_mc_12_L_4,sym_4_on_8,sym_13_mc_12,L_4,ith,1.567,Bad
4198,sym_4_on_8_sym_13_mc_12_L_5,sym_4_on_8,sym_13_mc_12,L_5,ith,0.928,Bad
4199,sym_4_on_8_sym_13_mc_12_L_6,sym_4_on_8,sym_13_mc_12,L_6,ith,1.818,Bad
4200,sym_4_on_8_sym_13_mc_12_L_7,sym_4_on_8,sym_13_mc_12,L_7,ith,1.672,Bad
4201,sym_4_on_8_sym_13_mc_12_L_8,sym_4_on_8,sym_13_mc_12,L_8,ith,1.025,Bad
4202,sym_4_on_8_sym_13_mc_12_L_9,sym_4_on_8,sym_13_mc_12,L_9,ith,1.632,Bad
12582,sym_3_on_0_sym_8_mc_7_L_3,sym_3_on_0,sym_8_mc_7,L_3,the,5.735,Bad
12591,sym_3_on_0_sym_8_mc_7_L_4,sym_3_on_0,sym_8_mc_7,L_4,the,5.407,Bad
12592,sym_3_on_0_sym_8_mc_7_L_5,sym_3_on_0,sym_8_mc_7,L_5,the,5.241,Bad
12593,sym_3_on_0_sym_8_mc_7_L_6,sym_3_on_0,sym_8_mc_7,L_6,the,5.352,Bad
12594,sym_3_on_0_sym_8_mc_7_L_7,sym_3_on_0,sym_8_mc_7,L_7,the,5.201,Bad
12595,sym_3_on_0_sym_8_mc_7_L_8,sym_3_on_0,sym_8_mc_7,L_8,the,4.49,Bad
12596,sym_3_on_0_sym_8_mc_7_L_9,sym_3_on_0,sym_8_mc_7,L_9,the,4.933,Bad
12597,sym_3_on_0_sym_8_mc_8__,sym_3_on_0,sym_8_mc_8,,the,3.636,Bad
12598,sym_3_on_0_sym_8_mc_8_L_10,sym_3_on_0,sym_8_mc_8,L_10,the,8.592,Bad
12599,sym_3_on_0_sym_8_mc_8_L_11,sym_3_on_0,sym_8_mc_8,L_11,the,8.098,Bad
